Epoch,g_loss,d_loss
162,0.5717579570412635,1.1064350628852844
163,0.6354252046346665,1.1064274990558625
164,0.6540916219353676,1.106425712108612
165,0.6147122234106064,1.10642782330513
166,0.5839749617874622,1.106424672603607
167,0.6013258247077465,1.1064243066310882
168,0.6200343984365463,1.1064239609241486
169,0.5940686422586441,1.1064227306842804
170,0.5516267840564251,1.1064256072044372
171,0.5681497323513031,1.1064221572875976
172,0.5468457134068012,1.1064203774929047
173,0.5575193014740943,1.1064193654060364
174,0.5710219791531563,1.1064195346832275
175,0.5881489717960358,1.1064223957061767
176,0.5596670413017273,1.106420465707779
177,0.5524266356229782,1.106417520046234
178,0.5275326144695281,1.106423466205597
179,0.513526840955019,1.1064170706272125
180,0.5356450773775577,1.106417350769043
181,0.5516321055591107,1.1064164423942566
182,0.5342004652321338,1.1064158976078033
183,0.5437791667878628,1.1064161741733551
184,0.5337960033118725,1.1064155995845795
185,0.543824084252119,1.1064146995544433
186,0.5552790735661983,1.1064145016670226
187,0.5641535997390748,1.1064147496223449
188,0.5453354755043983,1.1064135658740997
189,0.5243489728868007,1.1064134347438812
190,0.5426333431899547,1.1064137184619904
191,0.5724896323680878,1.1064164960384368
192,0.5431580239534378,1.1064170217514038
193,0.5528473228216171,1.106415672302246
194,0.526779083609581,1.1064128160476685
195,0.5086266505718231,1.1064132153987885
196,0.5090366068482399,1.1064120018482209
197,0.5118252047896386,1.1064122319221497
198,0.4968477439880371,1.1064146840572358
199,0.49501441046595573,1.226843934059143
200,0.5138194651901722,1.3862997698783874
